FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Frame type ,Unit/strip,Process,Before_Outlier,After_Outlier
FRA148,5.0,158.63,ND-500E6001008K,6X5,SLP,,385.0,Full Cut,,
FRA150,3.0,248.11499999999998,MQD350E4501016N,4.5X3.5,SLP,,660.0,Step Cut,,
FRA151,5.0,454.14,NQ-200E3001012N,3X2,SLP,,1710.0,Full Cut,,
FRA154,5.0,229.71,NQC400S400B024K,4X4,QFN,Copper ,700.0,,9.0,8.0
FRA159,3.0,225.22,NQ-400E3501014N,3.5X4,SLP,,770.0,Step Cut,,
FRA162,3.0,357.62,NQ-200E2001009C,2X2,SLP,,2470.0,Step Cut,,
FRA163,3.0,205.86,NQ-550E5001032N,5X5.5,SLP,,385.0,Step Cut,,
FRA164,3.0,271.53,NQ-300E2001009N,3X2,SLP,,1690.0,Step Cut,,
FRA167,5.0,257.88,NQ-500E5001032K,5X5,SLP,,440.0,Full Cut,,
FRA172,5.0,315.5,TQ-400E4001028K,4X4,SLP,,700.0,Full Cut,,
FRA182,5.0,263.41,TQ-350E6001021W,3.5X6,SLP,,495.0,Full Cut,,
FRA184,5.0,229.71,TQ-400E400A028N,4X4,QFN,Copper ,700.0,,9.0,8.0
FRA186,5.0,213.61,TQ-500E5001029N,5X5,SLP,,440.0,Full Cut,,
FRA198,5.0,236.19,NQC500E5001032E,5X5,SLP,,440.0,Full Cut,,
FRA200,5.0,214.86,NDC700M3501018K,3.5X7,SLP,,440.0,Full Cut,,
FRA201,3.0,279.2,NDC450E3001016K,3X4.5,SLP,,780.0,Step Cut,,
FRA202,5.0,197.27,NQC500E500B032K,5X5,QFN,Copper ,440.0,,11.0,11.0
FRA204,5.0,270.46,JQP350E4501011N,3.5X4.5,SLP,,660.0,Full Cut,,
FRA205,5.0,285.08,NQC400S4001020U,4X4,SLP,,700.0,Full Cut,,
FRA213,5.0,273.03,NQ-700E700X048U,7X7,SFS,,240.0,,,
FRA215,5.0,230.5,NQC500E5001028K,5X5,SLP,,440.0,Full Cut,,
FRA219,5.0,331.27,NDC200E2001006K,2X2,SLP,Copper ,2470.0,Full Cut,2.0,2.0
FRV003,5.0,183.03,TQC500E600M039U,5X6,QFN,Copper ,360.0,,7.0,7.0
FRW006,2.0,324.93,NQ-300E400C016D,3X4,QFN,Full PPF,910.0,,1.0,1.0
FRW013,2.0,331.43,NQC900E9003064B,9X9,SLP,,120.0,,,
FRY001,5.0,183.03,TQ-500E600W039U,5X6,QFN,Copper ,360.0,,7.0,7.0
FU0029,3.0,271.56,UQ-500E500B032D,5X5,QFN,Full PPF,440.0,,10.0,10.0
FU0063,3.0,314.83,UD-650E250Z003P,2.5X6.5,QFN,Full PPF,675.0,,1.0,1.0
FU0242,3.0,271.56,IQC500E500A040P,5X5,QFN,Full PPF,440.0,,10.0,10.0
FU0301,5.0,484.2,XQ-125E210A012N,1.25X2.1,QFN,Copper ,3500.0,,1.0,1.0
FU0318,3.0,595.42,XD-150E110B006N,1.5X1.1,QFN,Full PPF,5270.0,,1.0,1.0
FU0331,3.0,371.94,UQ-200E200A016N,2X2,QFN,Full PPF,2470.0,,2.0,2.0
FU0334,5.0,516.4,UQ-110E150A010N,1.1X1.5,QFN,Copper ,5270.0,,1.0,1.0
FW0009,3.0,164.52,SQ-900E900Z100D,9X9,QFN,Full PPF,120.0,,3.0,3.0
nan_sp,5.0,230.79,,,NAN,,,,,
